UF;Município;Limite de Gasto Prefeito 1º Turno;Limite de Gasto Prefeito 2º Turno;Limite de Gasto Vereador;Limite Contratação Prefeito;Limite Contratação Vereador;Eleitorado Apto 
MG;MUTUM;269562,11;-;16286,90;212;106;21204 
MG;MUZAMBINHO;108039,06;-;10803,91;176;88;17614 
MG;NACIP RAYDAN;108039,06;-;10803,91;32;16;3150 
MG;NANUQUE;521365,95;-;66910,05;301;151;31168 
MG;NAQUE;108039,06;-;10803,91;55;28;5501 
MG;NATALÂNDIA;108039,06;-;10803,91;30;15;3021 
MG;NATÉRCIA;108039,06;-;10803,91;42;21;4211 
MG;NAZARENO;108039,06;-;10803,91;63;32;6308 
MG;NEPOMUCENO;165740,62;-;10803,91;206;103;20561 
MG;NINHEIRA;108039,06;-;10803,91;81;41;8073 
MG;NOVA BELÉM;191790,69;-;17137,40;33;17;3296 
MG;NOVA ERA;148097,27;-;27814,04;152;76;15199 
MG;NOVA LIMA;2480807,46;-;177164,63;338;169;67756 
MG;NOVA MÓDICA;108039,06;-;10803,91;33;17;3295 
MG;NOVA PONTE;108039,06;-;10803,91;115;58;11539 
MG;NOVA PORTEIRINHA;108039,06;-;14192,37;51;26;5089 
MG;NOVA RESENDE;108039,06;-;10803,91;123;62;12304 
MG;NOVA SERRANA;243468,20;-;17123,23;321;161;51050 
MG;NOVA UNIÃO;108039,06;-;10803,91;55;28;5516 
MG;NOVO CRUZEIRO;108039,06;-;10803,91;246;123;24581 
MG;NOVO ORIENTE DE MINAS;108039,06;-;13877,01;91;46;9071 
MG;NOVORIZONTE;108039,06;-;10803,91;46;23;4559 
MG;OLARIA;108039,06;-;10803,91;22;11;2156 
MG;OLHOS D'ÁGUA;108039,06;-;10803,91;52;26;5178 
MG;OLÍMPIO NORONHA;108039,06;-;10803,91;25;13;2538 
MG;OLIVEIRA;222152,20;-;14545,84;302;151;32489 
MG;OLIVEIRA FORTES;108039,06;-;10803,91;21;11;2147 
MG;ONÇA DE PITANGUI;108039,06;-;10803,91;33;17;3289 
MG;ORATÓRIOS;108039,06;-;10803,91;44;22;4382 
MG;ORIZÂNIA;108039,06;-;10803,91;66;33;6582 
MG;OURO BRANCO;223959,18;-;46186,52;295;148;29454 
MG;OURO FINO;108039,06;-;10803,91;251;126;25085 
MG;OURO PRETO;443122,79;-;54572,58;330;165;60425 
MG;OURO VERDE DE MINAS;108039,06;-;10803,91;68;34;6802 
MG;PADRE CARVALHO;108039,06;-;10803,91;50;25;5015 
MG;PADRE PARAÍSO;108039,06;-;10803,91;146;73;14573 
MG;PAI PEDRO;108039,06;-;10803,91;50;25;4990 
MG;PAINEIRAS;108039,06;-;10803,91;42;21;4224 
MG;PAINS;136651,08;-;10803,91;68;34;6755 
MG;PAIVA;108039,06;-;10803,91;17;9;1708 
MG;PALMA;108039,06;-;10803,91;54;27;5437 
MG;PALMÓPOLIS;108039,06;-;10803,91;65;33;6461 
MG;PAPAGAIOS;108039,06;-;10803,91;115;58;11515 
MG;PARÁ DE MINAS;357085,81;-;14810,34;331;166;61097 
MG;PARACATU;1626955,19;-;87708,63;334;167;63877 
MG;PARAGUAÇU;108039,06;-;10803,91;168;84;16843 
MG;PARAISÓPOLIS;140369,03;-;10803,91;163;82;16251 
MG;PARAOPEBA;140919,88;-;10803,91;189;95;18878 
MG;PASSA QUATRO;108039,06;-;10803,91;131;66;13089 
MG;PASSA TEMPO;108039,06;-;10803,91;75;38;7473 
MG;PASSA VINTE;108039,06;-;10803,91;21;11;2126 
MG;PASSABÉM;108039,06;-;10803,91;17;9;1713 
MG;PASSOS;1093349,02;-;60283,37;350;175;79669 
MG;PATIS;233312,60;-;10803,91;50;25;5014 
MG;PATOS DE MINAS;592180,98;-;39729,83;378;189;108071 
MG;PATROCÍNIO;361340,12;-;65165,63;333;167;63006 
MG;PATROCÍNIO DO MURIAÉ;108039,06;-;10803,91;54;27;5377 
MG;PAULA CÂNDIDO;108039,06;-;10803,91;77;39;7744 
MG;PAULISTAS;108039,06;-;10803,91;42;21;4192 
MG;PAVÃO;108039,06;-;10803,91;62;31;6225 
MG;PEÇANHA;162574,74;-;10803,91;135;68;13524 
MG;PEDRA AZUL;150123,91;-;10803,91;192;96;19168 
MG;PEDRA BONITA;212312,52;-;13445,68;52;26;5150 
MG;PEDRA DO ANTA;108039,06;-;10803,91;37;19;3656 
MG;PEDRA DO INDAIÁ;108039,06;-;10803,91;35;18;3530 
MG;PEDRA DOURADA;108039,06;-;10803,91;27;14;2710 
MG;PEDRALVA;108039,06;-;10803,91;96;48;9627 
MG;PEDRAS DE MARIA DA CRUZ;143768,49;-;10803,91;80;40;8022 
MG;PEDRINÓPOLIS;108039,06;-;10803,91;32;16;3158 
MG;PEDRO LEOPOLDO;482249,99;-;16828,93;317;159;46739 
MG;PEDRO TEIXEIRA;108039,06;-;10803,91;21;11;2082 
MG;PEQUERI;220573,26;-;10803,91;32;16;3194 
MG;PEQUI;108039,06;-;10803,91;37;19;3677 
MG;PERDIGÃO;108039,06;-;10803,91;79;40;7922 
MG;PERDIZES;108039,06;-;10803,91;118;59;11804 
MG;PERDÕES;108039,06;-;20554,62;168;84;16759 
MG;PERIQUITO;108039,06;-;10803,91;66;33;6582 
MG;PESCADOR;108039,06;-;10803,91;36;18;3639 
MG;PIAU;108039,06;-;10803,91;27;14;2705 
MG;PIEDADE DE CARATINGA;108039,06;-;10803,91;74;37;7354 
MG;PIEDADE DE PONTE NOVA;108039,06;-;10803,91;39;20;3945 
MG;PIEDADE DO RIO GRANDE;108039,06;-;10803,91;41;21;4095 
MG;PIEDADE DOS GERAIS;108039,06;-;10803,91;48;24;4763 
MG;PIMENTA;108039,06;-;10803,91;71;36;7091 
MG;PINGO D'ÁGUA;108039,06;-;10803,91;44;22;4363 
MG;PINTÓPOLIS;108039,06;-;10803,91;64;32;6368 
MG;PIRACEMA;108039,06;-;10803,91;60;30;6029 
MG;PIRAJUBA;159283,09;-;10803,91;41;21;4085 
MG;PIRANGA;108039,06;-;10803,91;135;68;13546 
MG;PIRANGUÇU;108039,06;-;10803,91;48;24;4781 
MG;PIRANGUINHO;108039,06;-;10803,91;69;35;6946 
MG;PIRAPETINGA;108039,06;-;10803,91;95;48;9470 
MG;PIRAPORA;1035589,17;-;44815,20;311;156;41109 
MG;PIRAÚBA;108039,06;-;10803,91;96;48;9573 
MG;PITANGUI;108039,06;-;16885,54;207;104;20689 
MG;PIUMHI;335302,10;-;10803,91;255;128;25513 
MG;PLANURA;108039,06;-;10803,91;85;43;8459 
MG;POÇO FUNDO;108039,06;-;10803,91;128;64;12795 
MG;POÇOS DE CALDAS;575449,59;-;37123,65;386;193;115960 
MG;POCRANE;108039,06;-;10803,91;76;38;7602 
MG;POMPÉU;350856,23;-;16226,94;234;117;23418 
MG;PONTE NOVA;182569,07;-;23263,82;313;157;43215 
MG;PONTO CHIQUE;108039,06;-;10803,91;39;20;3883 
MG;PONTO DOS VOLANTES;108039,06;-;10803,91;88;44;8794 
MG;PORTEIRINHA;257864,91;-;10803,91;301;151;31269 
MG;PORTO FIRME;108039,06;-;10803,91;89;45;8917 
MG;POTÉ;108039,06;-;10803,91;128;64;12754 
MG;POUSO ALEGRE;1168123,56;-;65489,90;370;185;100087 
MG;POUSO ALTO;108039,06;-;10803,91;57;29;5721 
MG;PRADOS;135871,13;-;10803,91;68;34;6831 
MG;PRATA;281128,93;-;10803,91;210;105;21028 
MG;PRATÁPOLIS;108039,06;-;10803,91;76;38;7642 
MG;PRATINHA;108039,06;-;10803,91;29;15;2888 
MG;PRESIDENTE BERNARDES;108039,06;-;10803,91;57;29;5680 
MG;PRESIDENTE JUSCELINO;108039,06;-;10803,91;43;22;4348 
MG;PRESIDENTE KUBITSCHEK;108039,06;-;15586,33;28;14;2758 
MG;PRESIDENTE OLEGÁRIO;154387,06;-;10803,91;165;83;16545 
MG;PRUDENTE DE MORAIS;108039,06;-;10803,91;73;37;7333 
MG;QUARTEL GERAL;108039,06;-;10803,91;34;17;3395 
MG;QUELUZITO;108039,06;-;10803,91;24;12;2411 
MG;RAPOSOS;108039,06;-;10803,91;126;63;12649 
MG;RAUL SOARES;153854,58;-;10803,91;178;89;17826 
MG;RECREIO;108039,06;-;10803,91;79;40;7897 
MG;REDUTO;108039,06;-;10803,91;57;29;5740 
MG;RESENDE COSTA;108039,06;-;10803,91;90;45;9004 
MG;RESPLENDOR;144874,44;-;10803,91;134;67;13429 
MG;RESSAQUINHA;108039,06;-;10803,91;41;21;4135 
MG;RIACHINHO;108039,06;-;15461,70;55;28;5469 
MG;RIACHO DOS MACHADOS;108039,06;-;15148,94;76;38;7615 
MG;RIBEIRÃO DAS NEVES;1719348,06;-;45074,65;466;233;196133 
MG;RIBEIRÃO VERMELHO;108039,06;-;10803,91;33;17;3275 
MG;RIO ACIMA;108039,06;-;10803,91;81;41;8122 
MG;RIO CASCA;268647,97;-;10803,91;116;58;11621 
MG;RIO DO PRADO;108039,06;-;10803,91;43;22;4320 
MG;RIO DOCE;108039,06;-;10803,91;23;12;2330 
MG;RIO ESPERA;108039,06;-;10803,91;53;27;5320 
MG;RIO MANSO;108039,06;-;10803,91;46;23;4575 
MG;RIO NOVO;108039,06;-;10803,91;72;36;7200 
MG;RIO PARANAÍBA;108039,06;-;10803,91;101;51;10098 
MG;RIO PARDO DE MINAS;135133,92;-;10803,91;211;106;21135 
MG;RIO PIRACICABA;233304,62;-;10803,91;126;63;12591 
MG;RIO POMBA;108039,06;-;10803,91;140;70;14014 
MG;RIO PRETO;108039,06;-;10803,91;52;26;5210 
MG;RIO VERMELHO;108039,06;-;10803,91;111;56;11064 
MG;RITÁPOLIS;108039,06;-;10803,91;45;23;4532 
MG;ROCHEDO DE MINAS;108039,06;-;10803,91;24;12;2431 
MG;RODEIRO;108039,06;-;10803,91;64;32;6399 
MG;ROMARIA;108039,06;-;10803,91;29;15;2897 
MG;ROSÁRIO DA LIMEIRA;108039,06;-;10803,91;51;26;5075 
MG;RUBELITA;153498,19;-;10803,91;80;40;7968 
MG;RUBIM;108039,06;-;10803,91;68;34;6757 
MG;SABARÁ;314166,35;-;38070,84;361;181;90539 
MG;SABINÓPOLIS;108039,06;-;10803,91;125;63;12454 
MG;SACRAMENTO;633420,87;-;27889,94;195;98;19452 
MG;SALINAS;280124,05;-;43541,24;301;151;31215 
MG;SALTO DA DIVISA;108039,06;-;10803,91;50;25;4975 
MG;SANTA BÁRBARA;552171,13;-;20293,01;229;115;22948 
MG;SANTA BÁRBARA DO LESTE;108039,06;-;10803,91;72;36;7155 
MG;SANTA BÁRBARA DO MONTE VERDE;108039,06;-;10803,91;30;15;2967 
MG;SANTA BÁRBARA DO TUGÚRIO;108039,06;-;10803,91;43;22;4324 
MG;SANTA CRUZ DE MINAS;108039,06;-;10803,91;66;33;6564 
MG;SANTA CRUZ DE SALINAS;108039,06;-;10803,91;44;22;4442 
MG;SANTA CRUZ DO ESCALVADO;108039,06;-;10803,91;49;25;4902 
MG;SANTA EFIGÊNIA DE MINAS;108039,06;-;10803,91;41;21;4117 
MG;SANTA FÉ DE MINAS;108039,06;-;10803,91;35;18;3478 
MG;SANTA HELENA DE MINAS;108039,06;-;10803,91;49;25;4935 
MG;SANTA JULIANA;188138,95;-;10803,91;91;46;9134 
MG;SANTA LUZIA;1069041,13;-;65253,68;425;213;154877 
MG;SANTA MARGARIDA;108039,06;-;10803,91;124;62;12439 
MG;SANTA MARIA DE ITABIRA;108039,06;-;10803,91;87;44;8718 
MG;SANTA MARIA DO SALTO;108039,06;-;10803,91;45;23;4473 
MG;SANTA MARIA DO SUAÇUÍ;149338,80;-;10803,91;127;64;12665 
MG;SANTA RITA DE CALDAS;108039,06;-;10803,91;72;36;7203 
MG;SANTA RITA DE IBITIPOCA;108039,06;-;10803,91;33;17;3290 
MG;SANTA RITA DE JACUTINGA;108039,06;-;10803,91;41;21;4148 
MG;SANTA RITA DE MINAS;108039,06;-;10803,91;60;30;6011 
MG;SANTA RITA DO ITUETO;108039,06;-;10803,91;48;24;4808 
MG;SANTA RITA DO SAPUCAÍ;108039,06;-;19883,88;295;148;29539 
MG;SANTA ROSA DA SERRA;108039,06;-;10803,91;34;17;3424 
MG;SANTA VITÓRIA;650992,42;-;25405,37;162;81;16218 
MG;SANTANA DA VARGEM;108039,06;-;10803,91;60;30;5960 
MG;SANTANA DE CATAGUASES;108039,06;-;10803,91;30;15;3022 
MG;SANTANA DE PIRAPAMA;108039,06;-;10803,91;75;38;7460 
MG;SANTANA DO DESERTO;108039,06;-;10803,91;33;17;3344 
MG;SANTANA DO GARAMBÉU;108039,06;-;10803,91;22;11;2210 
MG;SANTANA DO JACARÉ;108039,06;-;10803,91;40;20;4037 
MG;SANTANA DO MANHUAÇU;108039,06;-;10803,91;72;36;7209 
MG;SANTANA DO PARAÍSO;216924,88;-;16687,68;203;102;20334 
MG;SANTANA DO RIACHO;108039,06;-;10803,91;51;26;5146 
MG;SANTANA DOS MONTES;108039,06;-;10803,91;39;20;3898 
MG;SANTO ANTÔNIO DO AMPARO;108039,06;-;10803,91;138;69;13795 
MG;SANTO ANTÔNIO DO AVENTUREIRO;108039,06;-;10803,91;37;19;3749 
MG;SANTO ANTÔNIO DO GRAMA;108039,06;-;10803,91;41;21;4052 
MG;SANTO ANTÔNIO DO ITAMBÉ;108039,06;-;10803,91;40;20;3974 
MG;SANTO ANTÔNIO DO JACINTO;108039,06;-;10803,91;94;47;9402 
MG;SANTO ANTÔNIO DO MONTE;190462,42;-;10803,91;194;97;19415 
MG;SANTO ANTÔNIO DO RETIRO;108039,06;-;10803,91;60;30;6007 
MG;SANTO ANTÔNIO DO RIO ABAIXO;108039,06;-;10803,91;20;10;2033 
MG;SANTO HIPÓLITO;108039,06;-;10803,91;28;14;2819 
MG;SANTOS DUMONT;641643,05;-;10803,91;309;155;39074 
MG;SÃO BENTO ABADE;108039,06;-;10803,91;39;20;3895 
MG;SÃO BRÁS DO SUAÇUÍ;108039,06;-;10803,91;35;18;3543 
MG;SÃO DOMINGOS DAS DORES;108039,06;-;10803,91;48;24;4834 
MG;SÃO DOMINGOS DO PRATA;108039,06;-;10803,91;138;69;13830 
MG;SÃO FÉLIX DE MINAS;167321,93;-;10803,91;37;19;3678 
MG;SÃO FRANCISCO;165842,42;-;20134,46;311;156;40513 
MG;SÃO FRANCISCO DE PAULA;108039,06;-;10803,91;59;30;5854 
MG;SÃO FRANCISCO DE SALES;108039,06;-;10803,91;49;25;4883 
MG;SÃO FRANCISCO DO GLÓRIA;108039,06;-;10803,91;44;22;4422 
MG;SÃO GERALDO;108039,06;-;10803,91;68;34;6764 
MG;SÃO GERALDO DA PIEDADE;108039,06;-;10803,91;40;20;4048 
MG;SÃO GERALDO DO BAIXIO;108039,06;-;10803,91;31;16;3135 
MG;SÃO GONÇALO DO ABAETÉ;108039,06;-;10803,91;50;25;5047 
MG;SÃO GONÇALO DO PARÁ;249907,76;-;10803,91;83;42;8326 
MG;SÃO GONÇALO DO RIO ABAIXO;250459,41;-;13547,16;107;54;10747 
MG;SÃO GONÇALO DO RIO PRETO;108039,06;-;10803,91;30;15;3033 
MG;SÃO GONÇALO DO SAPUCAÍ;108039,06;-;10803,91;187;94;18693 
MG;SÃO GOTARDO;249627,09;-;21215,39;256;128;25593 
MG;SÃO JOÃO BATISTA DO GLÓRIA;108039,06;-;10803,91;62;31;6152 
MG;SÃO JOÃO DA LAGOA;108039,06;-;10803,91;48;24;4795 
MG;SÃO JOÃO DA MATA;108039,06;-;10803,91;32;16;3223 
MG;SÃO JOÃO DA PONTE;108039,06;-;10803,91;227;114;22659 
MG;SÃO JOÃO DAS MISSÕES;108039,06;-;10803,91;88;44;8830 
MG;SÃO JOÃO DEL REI;516143,71;-;22720,66;336;168;66441 
MG;SÃO JOÃO DO MANHUAÇU;108039,06;-;10803,91;87;44;8711 
MG;SÃO JOÃO DO MANTENINHA;146943,53;-;10803,91;52;26;5217 
MG;SÃO JOÃO DO ORIENTE;155506,49;-;10803,91;71;36;7139 
MG;SÃO JOÃO DO PACUÍ;108039,06;-;10803,91;39;20;3877 
MG;SÃO JOÃO DO PARAÍSO;144517,25;-;10803,91;172;86;17154 
MG;SÃO JOÃO EVANGELISTA;218359,05;-;10803,91;123;62;12304 
MG;SÃO JOÃO NEPOMUCENO;108039,06;-;10803,91;205;103;20455 
MG;SÃO JOAQUIM DE BICAS;322949,57;-;40006,86;191;96;19067 
MG;SÃO JOSÉ DA BARRA;108039,06;-;10803,91;63;32;6294 
MG;SÃO JOSÉ DA LAPA;108039,06;-;28776,42;173;87;17272 
MG;SÃO JOSÉ DA SAFIRA;108039,06;-;10803,91;41;21;4090 
MG;SÃO JOSÉ DA VARGINHA;108039,06;-;10803,91;36;18;3617 
MG;SÃO JOSÉ DO ALEGRE;108039,06;-;10803,91;38;19;3773 
MG;SÃO JOSÉ DO DIVINO;108039,06;-;20082,74;33;17;3337 
MG;SÃO JOSÉ DO GOIABAL;108039,06;-;10803,91;48;24;4807 
MG;SÃO JOSÉ DO JACURI;108039,06;-;10803,91;52;26;5197 
MG;SÃO JOSÉ DO MANTIMENTO;108039,06;-;10803,91;29;15;2911 
MG;SÃO LOURENÇO;381756,75;-;13395,02;303;152;33042 
MG;SÃO MIGUEL DO ANTA;108039,06;-;10803,91;61;31;6076 
MG;SÃO PEDRO DA UNIÃO;108039,06;-;10803,91;44;22;4370 
MG;SÃO PEDRO DO SUAÇUÍ;108039,06;-;10803,91;46;23;4646 
MG;SÃO PEDRO DOS FERROS;108039,06;-;10803,91;69;35;6942 
MG;SÃO ROMÃO;190520,99;-;10803,91;70;35;7007 
MG;SÃO ROQUE DE MINAS;108039,06;-;10803,91;56;28;5584 
MG;SÃO SEBASTIÃO DA BELA VISTA;108039,06;-;10803,91;53;27;5268 
MG;SÃO SEBASTIÃO DA VARGEM ALEGRE;108039,06;-;10803,91;24;12;2438 
MG;SÃO SEBASTIÃO DO ANTA;108039,06;-;10803,91;55;28;5505 
MG;SÃO SEBASTIÃO DO MARANHÃO;108039,06;-;10803,91;91;46;9121 
MG;SÃO SEBASTIÃO DO OESTE;108039,06;-;10803,91;71;36;7103 
MG;SÃO SEBASTIÃO DO PARAÍSO;265256,93;-;39567,38;320;160;50192 
MG;SÃO SEBASTIÃO DO RIO PRETO;108039,06;-;10803,91;16;8;1621 
MG;SÃO SEBASTIÃO DO RIO VERDE;108039,06;-;10803,91;20;10;2005 
MG;SÃO THOMÉ DAS LETRAS;108039,06;-;10803,91;43;22;4312 
MG;SÃO TIAGO;108039,06;-;10803,91;87;44;8709 
MG;SÃO TOMÁS DE AQUINO;108039,06;-;10803,91;60;30;5994 
MG;SÃO VICENTE DE MINAS;108039,06;-;10803,91;58;29;5809 
MG;SAPUCAÍ-MIRIM;108039,06;-;10803,91;55;28;5491 
MG;SARDOÁ;164887,48;-;10803,91;49;25;4949 
MG;SARZEDO;223954,12;-;19581,05;199;100;19924 
MG;SEM PEIXE;108039,06;-;10803,91;36;18;3582 
MG;SENADOR AMARAL;108039,06;-;10803,91;50;25;5003 
MG;SENADOR CORTES;108039,06;-;10803,91;23;12;2348 
MG;SENADOR FIRMINO;108039,06;-;10803,91;65;33;6468 
MG;SENADOR JOSÉ BENTO;108039,06;-;10803,91;21;11;2093 
MG;SENADOR MODESTINO GONÇALVES;108039,06;-;10803,91;48;24;4762 
MG;SENHORA DE OLIVEIRA;108039,06;-;10803,91;54;27;5427 
MG;SENHORA DO PORTO;108039,06;-;10803,91;33;17;3310 
MG;SENHORA DOS REMÉDIOS;108039,06;-;10803,91;79;40;7898 
MG;SERICITA;108039,06;-;10803,91;66;33;6574 
MG;SERITINGA;108039,06;-;10803,91;18;9;1784 
MG;SERRA AZUL DE MINAS;108039,06;-;10803,91;38;19;3834 
MG;SERRA DA SAUDADE;108039,06;-;10803,91;10;5;959 
MG;SERRA DO SALITRE;108039,06;-;10803,91;90;45;8992 
MG;SERRA DOS AIMORÉS;157865,01;-;10803,91;58;29;5786 
MG;SERRANIA;108039,06;-;10803,91;67;34;6663 
MG;SERRANÓPOLIS DE MINAS;108039,06;-;10803,91;39;20;3917 
MG;SERRANOS;108039,06;-;10803,91;20;10;1954 
MG;SERRO;108039,06;-;10803,91;169;85;16868 
MG;SETE LAGOAS;1331755,87;-;59620,43;430;215;160414 
MG;SETUBINHA;108039,06;-;10803,91;88;44;8820 
MG;SILVEIRÂNIA;108039,06;-;10803,91;26;13;2639 
MG;SILVIANÓPOLIS;108039,06;-;10803,91;49;25;4879 
MG;SIMÃO PEREIRA;108039,06;-;10803,91;30;15;2956 
MG;SIMONÉSIA;108039,06;-;10803,91;150;75;15005 
MG;SOBRÁLIA;203299,05;-;10803,91;46;23;4589 
MG;SOLEDADE DE MINAS;108039,06;-;10803,91;51;26;5130 
MG;TABULEIRO;108039,06;-;10803,91;44;22;4429 
MG;TAIOBEIRAS;515778,25;-;17077,56;249;125;24948 
MG;TAPARUBA;108039,06;-;10803,91;32;16;3156 
MG;TAPIRA;108039,06;-;10803,91;42;21;4162 
MG;TAPIRAÍ;108039,06;-;10803,91;17;9;1676 
MG;TAQUARAÇU DE MINAS;108039,06;-;10803,91;45;23;4479 
MG;TARUMIRIM;175277,63;-;26290,72;106;53;10597 
MG;TEIXEIRAS;108039,06;-;14425,07;103;52;10321 
MG;TEÓFILO OTONI;642828,43;-;63850,14;373;187;103283 
MG;TIMÓTEO;1063010,26;-;61333,99;331;166;60900 
MG;TIRADENTES;141760,16;-;10803,91;64;32;6350 
MG;TIROS;108039,06;-;10803,91;61;31;6115 
MG;TOCANTINS;108039,06;-;10803,91;133;67;13309 
MG;TOCOS DO MOJI;108039,06;-;10803,91;39;20;3851 
MG;TOLEDO;108039,06;-;10803,91;58;29;5823 
MG;TOMBOS;108039,06;-;10803,91;73;37;7268 
MG;TRÊS CORAÇÕES;158249,84;-;15783,97;326;163;55558 
MG;TRÊS MARIAS;292107,68;-;48803,83;234;117;23387 
MG;TRÊS PONTAS;577952,48;-;13498,14;313;157;43408 
MG;TUMIRITINGA;108039,06;-;10803,91;56;28;5640 
MG;TUPACIGUARA;741360,70;-;10803,91;200;100;19980 
MG;TURMALINA;149109,03;-;44687,28;149;75;14921 
MG;TURVOLÂNDIA;108039,06;-;10803,91;41;21;4120 
MG;UBÁ;386992,33;-;37879,35;340;170;69602 
MG;UBAÍ;108039,06;-;10803,91;93;47;9261 
MG;UBAPORANGA;108039,06;-;22096,63;103;52;10278 
MG;UBERABA;2998589,88;899576,96;160155,63;495;248;224864 
MG;UBERLÂNDIA;4127177,63;1238153,29;482292,55;748;374;478250 
MG;UMBURATIBA;108039,06;-;10803,91;26;13;2580 
MG;UNAÍ;834585,86;-;70216,01;330;165;60274 
MG;UNIÃO DE MINAS;108039,06;-;10803,91;29;15;2932 
MG;URUANA DE MINAS;108039,06;-;10803,91;32;16;3184 
MG;URUCÂNIA;108039,06;-;10803,91;86;43;8644 
MG;URUCUIA;108039,06;-;10803,91;73;37;7297 
MG;VARGEM ALEGRE;108039,06;-;10803,91;67;34;6699 
MG;VARGEM BONITA;108039,06;-;10803,91;24;12;2396 
MG;VARGEM GRANDE DO RIO PARDO;108039,06;-;10803,91;40;20;4006 
MG;VARGINHA;551900,25;-;49635,12;368;184;98489 
MG;VARJÃO DE MINAS;108039,06;-;10803,91;58;29;5750 
MG;VÁRZEA DA PALMA;108039,06;-;24342,71;276;138;27595 
MG;VARZELÂNDIA;290037,46;-;10803,91;158;79;15846 
MG;VAZANTE;108039,06;-;17995,26;164;82;16375 
MG;VERDELÂNDIA;155790,51;-;10803,91;68;34;6754 
MG;VEREDINHA;108039,06;-;10803,91;50;25;4969 
MG;VERÍSSIMO;108039,06;-;10803,91;29;15;2932 
MG;VERMELHO NOVO;108039,06;-;10803,91;48;24;4769 
MG;VESPASIANO;577260,66;-;60955,00;348;174;78443 
MG;VIÇOSA;108039,06;-;18244,71;326;163;56025 
MG;VIEIRAS;108039,06;-;10803,91;33;17;3334 
MG;VIRGEM DA LAPA;108039,06;-;10803,91;104;52;10393 
MG;VIRGÍNIA;108039,06;-;10803,91;74;37;7378 
MG;VIRGINÓPOLIS;108039,06;-;16181,52;86;43;8613 
MG;VIRGOLÂNDIA;108039,06;-;10803,91;44;22;4355 
MG;VISCONDE DO RIO BRANCO;451117,17;-;30409,15;300;150;30058 
MG;VOLTA GRANDE;108039,06;-;10803,91;49;25;4864 
MG;WENCESLAU BRAZ;108039,06;-;10803,91;30;15;2990 
MS;ÁGUA CLARA;197480,44;-;10803,91;113;57;11264 
MS;ALCINÓPOLIS;139391,65;-;29547,68;36;18;3560 
MS;AMAMBAI;210084,26;-;56222,64;245;123;24545 
MS;ANASTÁCIO;266440,18;-;29416,34;190;95;19009 
MS;ANAURILÂNDIA;170739,53;-;10803,91;66;33;6574 
MS;ANGÉLICA;108039,06;-;24444,30;82;41;8226 
MS;ANTÔNIO JOÃO;231560,58;-;31692,10;70;35;6991 
MS;APARECIDA DO TABOADO;171619,76;-;13956,65;180;90;18029 
MS;AQUIDAUANA;553816,58;-;91568,25;304;152;34436 
MS;ARAL MOREIRA;185226,96;-;10803,91;69;35;6859 
MS;BANDEIRANTES;156831,12;-;20639,92;57;29;5703 
MS;BATAGUASSU;213515,42;-;35764,62;175;88;17493 
MS;BATAYPORÃ;192733,89;-;10803,91;89;45;8897 
MS;BELA VISTA;234215,22;-;33568,23;166;83;16616 
MS;BODOQUENA;108039,06;-;10803,91;68;34;6777 
MS;BONITO;663647,29;-;42451,05;151;76;15075 
MS;BRASILÂNDIA;180299,19;-;19607,00;96;48;9609 
MS;CAARAPÓ;108039,06;-;10803,91;200;100;20004 
MS;CAMAPUÃ;284705,11;-;15049,60;113;57;11266 
MS;CAMPO GRANDE;6679971,85;2003991,56;643105,41;865;242;595174 
MS;CARACOL;249700,13;-;13697,47;48;24;4784 
MS;CASSILÂNDIA;152899,21;-;14385,93;166;83;16625 
MS;CHAPADÃO DO SUL;146348,17;-;142134,69;153;77;15293 
MS;CORGUINHO;108039,06;-;10803,91;40;20;3950 
MS;CORONEL SAPUCAIA;142851,10;-;23652,85;102;51;10214 
MS;CORUMBÁ;731063,95;-;140027,74;341;171;70547 
MS;COSTA RICA;1047509,97;-;46089,88;185;93;18470 
